Input,Generated Gloss
as far as an army may be considered as a dangerous weapon of power it had better be in those hands of which the people are most likely to be jealous than in those of which they are least likely to be jealous,AS DESC-FAR AS ARMY MAY BE CONSIDER AS DESC-DANGEROUS WEAPON POWER X-IT HAVE DESC-BETTER BE IN THOSE HAND WHICH PEOPLE BE MOST DESC-LIKELY TO BE DESC-JEALOUS THAN IN THOSE WHICH X-Y BE DESC-LEAST DESC-LIKELY TO BE DESC-JEALOUS
for it is a truth which the experience of ages has attested that the people are always most in danger when the means of injuring their rights are in the possession of those of whom they entertain the least suspicion,FOR X-IT BE TRUTH WHICH EXPERIENCE AGE HAVE ATTEST THAT PEOPLE BE DESC-ALWAYS MOST IN DANGER WHEN MEANS INJURE X-Y RIGHTS BE IN POSSESSION THOSE WHOM X-Y ENJOY DESC-LEAST SUGGESTION
the framers of the existing confederation fully aware of the danger to the union from the separate possession of military forces by the states have in express terms prohibited them from having either ships or troops unless with the consent of congress,FRAMER EXIST CONFEDERATION DESC-FULLY DESC-AWARE DANGER TO UNION FROM DESC-SEPARATE POSSESSION DESC-MILITARY FORCE BY STATE HAVE IN DESC-EXPRESS TERM PROHIBIT X-Y FROM HAVE EIR SHIP OR TRUCK UNLESS WITH CONSENT CONGRESS CONGRESS
the truth is that the existence of a federal government and military establishments under state authority are not less at variance with each other than a due supply of the federal treasury and the system of quotas and requisitions,TRUTH BE THAT EXISTENCE DESC-FEDERAL GOVERNMENT AND DESC-MILITARY ESTABLISHMENT UNDER STATE AUTHORITY BE DESC-NOT DESC-LESS AT VAGANCE WITH EACH DESC-OR THAN DESC-DUE SUPPLY DESC-FEDERAL TREASURE AND SYSTEM QUOTA AND REQUISITION
there are other lights besides those already taken notice of in which the impropriety of restraints on the discretion of the national legislature will be equally manifest,DESC-RE BE DESC-OR LIGHT DESC-ABSOLUTE THOSE DESC-ALREADY TAKE NOTICE IN WHICH IMPROPERTY RESTRICT ON DISCRETION DESC-NATIONAL LEGISLATIVE WILL BE DESC-EQUALLY MARK
if it be confined to the latter it will have no precise signification and it will be ineffectual for the purpose intended,IF X-IT BE CONFINE TO DESC-LATTER X-IT WILL HAVE NO DESC-PRECISE SIGNIFICATION AND X-IT WILL BE DESC-INEFECTUAL FOR PURPOSE INTEND
when armies are once raised what shall be denominated keeping them up contrary to the sense of the constitution,WHEN ARMY BE DESC-ONCE RAISE WHAT SHALL BE DENOMINATE KEEP X-Y DESC-UP CONTRARY TO SENSE CONSTITUTION
what time shall be requisite to ascertain the violation,WHAT TIME SHALL BE PREREQUISITE TO ASCERTAIN VIOLATION
shall it be a week a month a year,SHALL X-IT BE WEEK MONTH YEAR
or shall we say they may be continued as long as the danger which occasioned their being raised continues,OR SHALL X-WE SAY X-Y MAY BE CONTINUE AS DESC-LONG AS DANGER WHICH OCCASION X-Y BE RAISE CONTINUE
this would be to admit that they might be kept up in time of peace against threatening or impending danger which would be at once to deviate from the literal meaning of the prohibition and to introduce an extensive latitude of construction,THIS WOULD BE TO ADMIT THAT X-Y MIGHT BE KEEP DESC-UP IN TIME PEACE AGAINST THREAT OR DESC-IMPENDING DANGER WHICH WOULD BE AT DESC-ONCE TO DEVIATE FROM DESC-LITERALLY MEANING PROHIBITION AND TO INTRODUCE DESC-EXTENSIVE LATITUDE CONSTRUCTION
who shall judge of the continuance of the danger,WHO SHALL JUDGE CONTINUANCE DANGER
it is easy to perceive that a discretion so latitudinary as this would afford ample room for eluding the force of the provision,X-IT BE DESC-EASY TO PERCEIVE THAT DISCRETION DESC-SO DESC-LATITUDINARY AS THIS WOULD AFFORD DESC-ABUNDANT ROOM FOR ELUD FORCE PROVISION
the supposed utility of a provision of this kind can only be founded on the supposed probability or at least possibility of a combination between the executive and the legislative in some scheme of usurpation,SUPPOSED UTILISATION PROVISION THIS KIND CAN DESC-ONLY BE FIND ON SUPPOSE POSSIBILITY OR AT DESC-LEAST POSSIBILITY COMBINATION BETWEEN EXECUTIVE AND DESC-LEGISLATIVE IN SOME SCHEME USURPATION
should this at any time happen how easy would it be to fabricate pretenses of approaching danger,SHOULD THIS AT ANY TIME HAPPEN HOW DESC-EASY WOULD X-IT BE TO FABRICATE PRESTENS APPROACH DANGER
indian hostilities instigated by spain or britain would always be at hand,INDIA HOSTILITY INSTIATE BY SPAIN OR BRITAIN WOULD DESC-ALWAYS BE AT HAND.
provocations to produce the desired appearances might even be given to some foreign power and appeased again by timely concessions,PROVOCATION TO PRODUCE DESC-DESIRED APPEARANCE MIGHT DESC-EVEN BE GIVE TO SOME DESC-FOREIGN POWER AND APPEASE DESC-AGAIN BY DESC-TIMELY CONCESSION
as the ceremony of a formal denunciation of war has of late fallen into disuse the presence of an enemy within our territories must be waited for as the legal warrant to the government to begin its levies of men for the protection of the state,AS CELEBRATION DESC-FORMAL DENOUNCEMENT WAR HAVE DESC-LATE FALL INTO DISUSE PRESENCE ENEMY WITHIN X-WE TERRITORY MUST BE WAIT FOR AS DESC-LEGAL WARREN TO GOVERNMENT TO BEGIN X-ITS LEVI MAN FOR PROTECTION STATE
we must receive the blow before we could even prepare to return it,X-WE MUST RECEIVE BLOW BEFORE X-WE COULD DESC-EVEN PREPARE TO RETURN X-IT
all that kind of policy by which nations anticipate distant danger and meet the gathering storm must be abstained from as contrary to the genuine maxims of a free government,ALL THAT KIND POLICY BY WHICH NATION ANTICIPATE DESC-DISTANT DANGER AND MEET GAUNTING STORM MUST BE ABSTAIN FROM AS CONTRARY TO DESC-GENUINE MAXIMUM DESC-FREE GOVERNMENT
here i expect we shall be told that the militia of the country is its natural bulwark and would be at all times equal to the national defense,DESC-HERE X-I EXPECT X-WE SHALL BE TELL THAT MILITIUM COUNTRY BE X-ITS DESC-NATURAL BULWARK AND WOULD BE AT ALL TIME DESC-EQUAL TO DESC-NATIONAL DEFENSE
this doctrine in substance had like to have lost us our independence,THIS DOCUMENT IN SUBSTANCE HAVE LIKE TO HAVE LOSE X-WE X-WE INDEPENDENCE
it cost millions to the united states that might have been saved,X-IT COST MILLION TO UNITE STATE THAT MIGHT HAVE BE SAVE
the facts which from our own experience forbid a reliance of this kind are too recent to permit us to be the dupes of such a suggestion,FACT WHICH FROM X-WE DESC-OWN EXPERIENCE FORBID RELYING THIS KIND BE DESC-TOO DESC-RECENT TO PERMIT X-WE TO BE DUPPE DESC-SUCH SUGGESTION
the steady operations of war against a regular and disciplined army can only be successfully conducted by a force of the same kind,DESC-STABLE OPERATION WAR AGAINST DESC-REGULAR AND DISCIPLINED ARMY CAN DESC-ONLY BE DESC-SUCCESSFULLY CONDUCT BY FORCE DESC-SAME KIND
considerations of economy not less than of stability and vigor confirm this position,CONSIDERATION ECONOMY DESC-NOT DESC-LESS THAN STABILITY AND VIRGO CONFIRM THIS POSITION
war like most other things is a science to be acquired and perfected by diligence by perserverance by time and by practice,WAR LIKE MOST DESC-OR THING BE SCIENCE TO BE ACQUIRE AND DESC-PERFECT BY DILIGENCE BY PERSERVANCE BY TIME AND BY PRACTICE
all violent policy as it is contrary to the natural and experienced course of human affairs defeats itself,ALL DESC-VIOLENT POLICY AS X-IT BE CONTRARY TO DESC-NATURAL AND EXPERIENCE COURSE DESC-HUMAN AFFAIR DEFEAT X-ITSELF
pennsylvania at this instant affords an example of the truth of this remark,PENSYLVANIUM AT THIS IMMEDIATE AFFORD EXAMPLE TRUTH THIS REMARK
the bill of rights of that state declares that standing armies are dangerous to liberty and ought not to be kept up in time of peace,BILL RIGHTS THAT STATE DECLARE THAT STAND ARMY BE DESC-DANGEROUS TO LIBERTY AND OUGHT DESC-NOT TO BE KEEP DESC-UP IN TIME PEACE
the conduct of massachusetts affords a lesson on the same subject though on different ground,CONDUCT MASSACHUSETTS AFFORD LESSON ON DESC-SAME SUBJECT THOUGH ON DESC-DIFFERENT GROUND
that state without waiting for the sanction of congress as the articles of the confederation require was compelled to raise troops to quell a domestic insurrection and still keeps a corps in pay to prevent a revival of the spirit of revolt,THAT STATE WITHOUT WAIT FOR SANCTION CONGRESS AS ARTICLE CONFÉDÉRATION REQUIRE BE COMMISS TO RAISE TRUCK TO QUELL DESC-DOMESTIC INSURRECTION AND DESC-STILL KEEP CORPS IN PAY TO PREVENT REVIVAL SPIRIT REVILLE
it also teaches us in its application to the united states how little the rights of a feeble government are likely to be respected even by its own constituents,X-IT DESC-ALSO TEACH X-WE IN X-ITS APPLICATION TO UNITE STATE HOW DESC-LITTLE RIGHTS DESC-FEBLE GOVERNMENT BE DESC-LIKELY TO BE RESPECT DESC-EVEN BY X-ITS DESC-OWN CONSTITUENT
and it teaches us in addition to the rest how unequal parchment provisions are to a struggle with public necessity,AND X-IT TEACH X-WE IN ADDITION TO REST HOW DESC-UNEQUAL PHARMACUM PROVISION BE TO STRUGGLE WITH PUBLIC NECESSITY
it was a fundamental maxim of the lacedaemonian commonwealth that the post of admiral should not be conferred twice on the same person,X-IT BE DESC-FUNDAMENTAL MATERIAL LACEDAEMANIAN COMMONWEALTH THAT POST AMERICAN SHOULD DESC-NOT BE CONFER DESC-TWICE ON DESC-SAME PERSON
the peloponnesian confederates having suffered a severe defeat at sea from the athenians demanded lysander who had before served with success in that capacity to command the combined fleets,PEPLONONESIAN CONFÉDÉRAT HAVE SUFFER DESC-SEVERE DEFEAT AT SEA FROM ATHENIAN DEMAND LYSANDER WHO HAVE BEFORE SERVE WITH SUCCESS IN THAT CAPACITY TO COMMAND DESC-COMPREHENSIVE FLEET
the lacedaemonians to gratify their allies and yet preserve the semblance of an adherence to their ancient institutions had recourse to the flimsy subterfuge of investing lysander with the real power of admiral under the nominal title of viceadmiral,LACEDAEMONIAN TO GRATIFY X-Y ALLY AND DESC-YET PRESERVE SHAME ADMISSION TO X-Y DESC-ANTIQUE INSTITUTION HAVE RESULT TO DESC-FLIMSY SUPTERFUGE INVEST LYSANDER WITH DESC-REAL POWER AMERICAN UNDER DESC-NOMINAL TITLE VICEADMINISTRAL
this instance is selected from among a multitude that might be cited to confirm the truth already advanced and illustrated by domestic examples which is that nations pay little regard to rules and maxims calculated in their very nature to run counter to the necessities of society,THIS INSTANCE BE SEEK FROM AMONG MAJORITY THAT MIGHT BE CITE TO CONFIRM TRUTH DESC-ALREADY ADVANCE AND ILLUSTRATE BY DESC-DOMESTIC EXAMPLE WHICH BE THAT NATION PAY DESC-LITTLE REGARD TO RULE AND MAXIMUM CARACTERISE IN X-Y DESC-VERY NATURE TO RUN DESC-COUNTER TO NECESSITY S
the idea of restraining the legislative authority in regard to the common defense considered for the independent journal,IDEA RESTRUCTURE DESC-LEGISLATIVE AUTHORITY IN REGARD TO DESC-COMMON DEFENSE CONSIDER FOR DESC-INDEPENDENT JOURNAL
the idea of restraining the legislative authority in the means of providing for the national defense is one of those refinements which owe their origin to a zeal for liberty more ardent than enlightened,IDEA RESTRUCTURE DESC-LEGISLATIVE AUTHORITY IN MEANS PROVIDE FOR DESC-NATIONAL DEFENSE BE ONE THOSE REFINISHMENT WHICH OWE X-Y ORIGIN TO ZEAL FOR LIBERTY MORE DESC-ARDENT THAN ELIGHTEN.
as if the tone of government had been found too high or too rigid the doctrines they teach are calculated to induce us to depress or to relax it by expedients which upon other occasions have been condemned or forborne,AS IF TONAL GOVERNMENT HAVE BE FIND DESC-TOO DESC-HIGH OR DESC-TOO DESC-RARE DOCUMENT X-Y TEACH BE CARACTERISE TO INDUCE X-WE TO DEPRESS OR TO RELEASE X-IT BY EXPEDITENT WHICH UPON DESC-OR OCCASION HAVE BE CONDEMN OR FORBEAR
it may be affirmed without the imputation of invective that if the principles they inculcate on various points could so far obtain as to become the popular creed they would utterly unfit the people of this country for any species of government whatever,X-IT MAY BE ABANDON WITHOUT IMPUTATION DESC-INTECTIVE THAT IF PRINCIPLE X-Y INCUCUATE ON DESC-VARIOUS POINT COULD DESC-SO DESC-FAR OBTAIN AS TO BECOME DESC-POPULOUS CREE DESC-EXTREMELY DESC-UNFIT PEOPLE THIS COUNTRY FOR ANY SPECIES GOVERNMENT WHATEVER
but a danger of this kind is not to be apprehended,BUT DANGER THIS KIND BE DESC-NOT TO BE APPREHEND
the citizens of america have too much discernment to be argued into anarchy,CITIZEN AMERICA HAVE DESC-TOO DESC-MUCH DISCIPLINEMENT TO BE ARGUE INTO ANARGY
and i am much mistaken if experience has not wrought a deep and solemn conviction in the public mind that greater energy of government is essential to the welfare and prosperity of the community,AND X-I BE DESC-MUCH DESC-MISCONFIRM IF EXPERIENCE HAVE DESC-NOT WIND DESC-DEEP AND DESC-SOLEMON CONVICTION IN PUBLIC MIND THAT DESC-GREATER ENERGY GOVERNMENT BE DESC-ESSENTIAL TO WELFARE AND PROSPERITY COMMUNITY
it may not be amiss in this place concisely to remark the origin and progress of the idea which aims at the exclusion of military establishments in time of peace,X-IT MAY DESC-NOT BE DESC-AMBISON IN THIS PLACE DESC-CONCISELY TO REMARK ORIGIN AND PROGRESS IDEA WHICH AIM AT EXCLUSION DESC-MILITARY ESTABLISHMENT IN TIME PEACE
in england for a long time after the norman conquest the authority of the monarch was almost unlimited,IN ENGLAND FOR DESC-LONG TIME AFTER NORMAN CONQUEST AUTHORITY MONARCH BE DESC-ALMOST DESC-UNLIMITED
inroads were gradually made upon the prerogative in favor of liberty first by the barons and afterwards by the people till the greatest part of its most formidable pretensions became extinct,INROAD BE DESC-GRADUALLY MAKE UPON DESC-PREVOGATIVE IN FAVOR LIBERTY DESC-FIRST BY BARON AND DESC-AFTERWARDS BY PEOPLE UNTIL DESC-GREATEST PART X-ITS MOST DESC-FORCEFIRED PRETENTION BECOME EXTINCT
but it was not till the revolution in 1688 which elevated the prince of orange to the throne of great britain that english liberty was completely triumphant,BUT X-IT BE DESC-NOT UNTIL REVOLUTION IN 1688 WHICH ELEVATE PRINCE ORANGE TO THRONE DESC-GREAT BRITAIN THAT ENGLISH LIBERTY BE DESC-COMPLETELY TRIUMPHANT
as incident to the undefined power of making war an acknowledged prerogative of the crown charles ii had by his own authority kept on foot in time of peace a body of 5000 regular troops,AS INCIDENT TO DESC-UNDEFINED POWER MAKE WAR ACKNOWLEDGE DESC-PROGATIVE CROWN CHARLES IUS HAVE BY X-HE DESC-OWN AUTHORITY KEEP ON FOOT IN TIME PEACE BODY 5000 DESC-REGULAR TRUST
and this number james ii increased to 30000 who were paid out of his civil list,AND THIS NUMBER JAME IUS INCREASE TO 30000 WHO BE PAY OUT X-HE DESC-CIVIL LIST
in that kingdom when the pulse of liberty was at its highest pitch no security against the danger of standing armies was thought requisite beyond a prohibition of their being raised or kept up by the mere authority of the executive magistrate,IN THAT KINGDOM WHEN PLEASE LIBERTY BE AT X-ITS DESC-HIGHEST PITCH NO SECURITY AGAINST DANGER STAND ARMY BE THINK DESC-REQUISITE BEYOND PROHIBITION X-Y BE RAISE OR KEEP DESC-UP BY DESC-MERE AUTHORITY EXECUTIVE MAGISTRAL
the patriots who effected that memorable revolution were too temperate too wellinformed to think of any restraint on the legislative discretion,PATROOT WHO EFFECT THAT DESC-MEMORABLE REVOLUTION BE DESC-TOO DESC-TEMPERATE DESC-TOO DESC-WELLINFORMED TO THINK ANY RESTRICT ON DESC-LEGISLATIVE DISCRETION
from the same source the people of america may be said to have derived an hereditary impression of danger to liberty from standing armies in time of peace,FROM DESC-SAME SOURCE PEOPLE AMERICA MAY BE SAY TO HAVE DERIVER DESC-HEREDITARY IMPRESSION DANGER TO LIBERTY FROM STANDING ARMY IN TIME PEACE
the circumstances of a revolution quickened the public sensibility on every point connected with the security of popular rights and in some instances raise the warmth of our zeal beyond the degree which consisted with the due temperature of the body politic,CIRCUMSTANCE REVOLUTION QUICKEN PUBLIC SENSITIVITY ON EVERY POINT CONNECT WITH SECURITY DESC-POPULAR RIGHTS AND IN SOME INSTANCE RAISE WARMTH X-WE ZEAL BEYOND DEGREE WHICH CONSIST WITH DESC-DUE TEMPERATURE BODY POLITIC
