Input,Generated Gloss
he added not for adam at the newes heartstrook with chilling gripe of sorrow stood that all his senses bound eve who unseen yet all had heard with audible lament discover d soon the place of her retire,X-HE ADD DESC-NOT FOR ADAM AT NEWE HEARTSTROOK WITH CHILD GRIPE SPOOR STAND THAT ALL JOHN SENSE BIND EV WHO UNSEEN DESPITELY ALL HAVE HEAR WITH AUTHORED LAMMENT DISCOVER D DOUGHTER PLACE MY RETRACE
o unexpected stroke worse then of death,O DESC-UNPRECEDENTED SCRIPT WRONGER THAN DEATH
must i thus leave thee paradise thus leave thee native soile these happie walks and shades fit haunt of gods where i had hope to spend quiet though sad the respit of that day that must be mortal to us both,MUST X-I DESC-THUS LEAVE E PARADOLE SOLE SE HAPPIE MARCH AND SHOWER FIT HUNTING GOD WHERE JOHN HAVE HOPE TO SPEND QUIET THOUGH SLAD RESPIT THAT DAY THAT MUST BE MATERNAL TO BETWEEN
whom thus the angel interrupted milde,WHOM DESC-THUS ANGEL INTERRUPT MILDE
adam by this from the cold sudden damp recovering and his scatterd spirits returnd to michael thus his humble words addressd,ADAM BY THIS FROM DESC-CLIMATE SURPRISE DARK RECOVERY AND X-HE SPARK SPIRIT RETURN TO MICHAEL DUE TO GEORGE WORD ADDRESS
for though i fled him angrie yet recall d to life prolongd and promisd race i now gladly behold though but his utmost skirts of glory and farr off his steps adore,FOR THOUGH X-I FLEED HIM ANGRIE DESC-YET RECALL D TO LIFE PROLONG AND PROMISE RACY JOHN DOUBLY BEHOLD THIRD MOST SKIRT GLORY AND FAR R OFF HIS STEP ADEQUATE
to whom thus michael with regard benigne,TO WHOM DESC-THUS MICHAEL WITH REGARD BIGENOUSE
ascend this hill let eve for i have drencht her eyes here sleep below while thou to foresight wak st as once thou slepst while shee to life was formd,ASSEMBLE THIS HILL LET EVEN FOR X-I HAVE DRENCHHER EYE DESC-HERE SLEEEP BELOW WHILE TU TO FORESIGHT WUS ST AS DESPITE THO SLEPST THOUGH SHEE TO LIFE BE FORM
to whom thus adam gratefully repli d,TO WHOM DESC-THUS ADAM GRATEFULLY REPLUS D?
so both ascend in the visions of god it was a hill of paradise the highest from whose top the hemisphere of earth in cleerest ken stretcht out to amplest reach of prospect lay,DESC-SO BOTH ASSIST IN VISION GOD X-IT BE HILL PARADOUM DESPITE DIFFICULT FROM WHOSE TOP HEMISPHERE EARTH IN CLEREST KEN STRETCH OUT TO DEEPEST REACH PROSPECT LAUNCH
not higher that hill nor wider looking round whereon for different cause the tempter set our second adam in the wilderness to shew him all earths kingdomes and thir glory,NEIR DESC-HIGHER THAT HILL NOR WIDELY LOOK ROUND WHEREON FOR DISTINGUISH CAUSE TEMPTER SET X-WE SECOND ADAM IN WILDERNESS TO SHAW JOHN ALL EARTH KINGDOM AND THIR GLORY
much at that sight was adam in his heart dismai d and thus in haste to th angel cri d,DESC-MUCH AT THAT SIGHT BE ADAM IN X-HE HEART DISMA D AND SOMETIMES IN HASTE TO TH ANGEL CRI D
o teacher some great mischief hath befall n to that meek man who well had sacrific d is pietie thus and pure devotion paid,OP TEACHER SOME DESC-GREAT MISCIP HAT BEFALL N TO THAT MEEK MAN WHO DESPITELY HAVE SACRIFIC D BE PIETIE THUS AND PURE DEVOTION PAY
t whom michael thus hee also mov d repli d,X-T WHOM MICHELE DESC-THUS HEE DESPITELY MOVE D REPLI D
to which our sire,TO WHICH X-WE SIRE
alas both for the deed and for the cause,ALAS BOTH FOR DEED AND FOR CAUSE
but have i now seen death,BUT HAVE X-I DESC-NOW SEE DEATH
is this the way i must return to native dust,BE THIS WAY X-I MUST RETURN TO DESC-NATIONAL DUST
o sight of terrour foul and ugly to behold horrid to think how horrible to feel,O SIGHT TERROR FOLLOW AND DESC-URGENT TO BEHOLD HORRID TO THINK HOW HORRIBLE TO FEEL
to whom thus michael,TO WHOM DESC-THUS MICHAEL
death thou hast seen in his first shape on man but many shapes of death and many are the wayes that lead to his grim cave all dismal yet to sense more terrible at th entrance then within,DEATH THOU HAVET SEE IN X-HE DESC-FIRST SHAPE ON MAN BUT DOZEN STREET DEAD AND DO ZEN BE WAYE THAT LEAD TO EXCELLENT GRUM CAVE ALL DISMAL YET TO SENSE MORE TERRIBLE AT THROUGHOUT
dire was the tossing deep the groans despair tended the sick busiest from couch to couch and over them triumphant death his dart shook but delaid to strike though oft invok t with vows as thir chief good and final hope,DIRE BE TOSSE DESC-DEEP GROANS DESPAIR TEND SMOKEST FROM COFFEE TO COTTAGE AND OVER X-Y TRIUMPHANT DEATH SHE DART SHAKE BUT DELAID TO STRIKE THOUGH OFT INVOK T WITH VOICE AS TIRU COUNCIL GOOD AND FATAL HOPE
sight so deform what heart of rock could long drieey d behold,SIGHT DESC-SO DEFORM WHAT HEART ROCK COULD DRIEEY D BEHOLD
adam could not but wept though not of woman born compassion quell d his best of man and gave him up to tears a space till firmer thoughts restraind excess and scarce recovering words his plaint renew d,ADAM COULD DESC-NOT BUT WEP THROUGH NOT WOMAN BEAR COMPATIBILITY QUELL DR X-HE BEST MONEY AND GIVE EXERCISE TO TROUBLE SPACE THAN FIRMER THOUGHT RESTRICT OVEREXCESS AND SUCCESSFUL RECOVERY WORD JESUS PLAINT REWARD D?
o miserable mankind to what fall degraded to what wretched state reserv d,O DESC-MESSAGEOUS MANUFACTURE TO WHAT FALL DEGRADE TO WHO WREST STATE RESERVE D
better end heer unborn,BETTER END HEER DESC-UNBORNED
can thus th image of god in man created once so goodly and erect though faultie since to such unsightly sufferings be debas t under inhuman pains,CAN DESC-THUS TH IMAGE GOD IN MAN CREATE THROUGH TWENTY SO DOUBTLY AND ERECT THINK FAILIE SINCE TO SUCH UNDERSTANDINGLY SUFFER BE DEBA T UNDER INHUMAN PAIN
why should not man retaining still divine similitude in part from such deformities be free and for his makers image sake exempt,WHY SHOULD DESC-NOT MAN RESTAINT DOUBT SIMILITATIVITY IN PART FROM SUCH DEFORMITY BE FREE AND FOR X-HE MAKER IMAGE SAKE EXEMPT
thir makers image answerd michael then forsook them when themselves they villifi d to serve ungovern d appetite and took his image whom they serv d a brutish vice inductive mainly to the sin of eve,THIR MAKER IMAGE ANSWER MICHADEL DESC-N FORSOOK X-Y WHEN EMPLOY D VILLIFUS D TO SERVE UNGOVERN D APPETIMENT AND TAKE HIS IMAGES WHOM HE SERV D BRUTISCH VICE INDUCTIVE DOMESTICLY TO SIN EVEN
therefore so abject is thir punishment disfiguring not gods likeness but thir own or if his likeness by themselves defac t while they pervert pure natures healthful rules to loathsom sickness worthily since they gods image did not reverence in themselves,DURING DESC-SO ABJECT BE THIR PUNISHMENT DISCONSTRUCT BETWEEN GOD LIKENESS BUT THR SELF DEFAC T WHILE X-Y PERVERT PURE NATURE HEALTHFUL RULE TO LOATHSOME SHORTCOMING VALUEDLY SINCE EGO IMAGE DO NOT REVENENCY IN HISSELVES
i yeild it just said adam and submit,X-I YEILD IT DESC-JUST SAY AMANDA AND SUBMIT
but is there yet no other way besides these painful passages how we may come to death and mix with our connatural dust,BUT BE DESC-RE YET NO ORDER WAY APART FROM SE PAINFUL PASSAGE HOW X-WE MAY COME TO DEATH AND MUSH WITH SOMETHING CONNATURAL DUDE
to whom our ancestor,TO WHOM X-WE ANCESTOR
henceforth i flie not death nor would prolong life much bent rather how i may be quit fairest and easiest of this combrous charge which i must keep till my appointed day of rendring up,DESC-HENCEFORTH X-I FLEE NEITHER DEATH NOR WOULD PROLONG LIFE MUCH BRIDGER THOMPSON MANY HOW MIGHT BE QUIT FEASTER AND EASIEST THIS COMMODRE CHARGE WHICH I MUST KEEP TIL MY APPOINT DAY RENDR UP
michael to him repli d,MICHAEL TO X-HE REPLUS D?
nor love thy life nor hate but what thou livst live well how long or short permit to heav n and now prepare thee for another sight,DESC-NOT LOVE THY LIFE NOR HATE BUT WHAT TU LITT ST DESPITE SHORTLY WELL HOW LONG OR SMALL PERMIT TO HEAV N AND DOUBT PREPARE X-YOU FOR ANOR SIGHT?
such happy interview and fair event of love youth not lost songs garlands flours and charming symphonies attach d the heart of adam soon enclin d to admit delight the bent of nature which he thus express d,DESC-SUCH HOPEFUL INTERPRETATION AND FAIR EVENT LOVE YOUTH NON LOSE SONG GARLAND FRUIT AND CHARMING SYMPHONY ATTACH D HEART ADM DUBLY ENCLIN D TO ADMIT DELIGHT BEND NATURE WHICH X-HE SOMETIMES EXPRESS D
true opener of mine eyes prime angel blest much better seems this vision and more hope of peaceful dayes portends then those two past those were of hate and death or pain much worse here nature seems fulfilld in all her ends,TRULY OPEN MINE EYE DESC-PRIME ANGEL BLEST DESPITE DIFFERENT MORE HOPE PEACEFUL DAY X-POSS THESE TWO PAST THOSE BE HATE AND DEATH OR PAIN MANY WORSE HER NATURE SEEM FULFIL IN ALL SHE END
to whom thus michael,TO WHOM DESC-THUS MICHAEL
judg not what is best by pleasure though to nature seeming meet created as thou art to nobler end holie and pure conformitie divine,JUDG DESC-NOT WHAT BE BEST BY PLEASURE THROUGH TO NATURE SEEM MEET CREATE AS THOU ART TO NOBLER END HOLIE AND PURE CONFORMITIE DIVINE
to whom thus adam of short joy bereft,TO WHOM DESC-THUS ADAM SHORT JOURNAL BEREFT
o pittie and shame that they who to live well enterd so faire should turn aside to tread paths indirect or in the mid way faint,OP PITTIE AND SHAME THAT X-Y WHO TO DESC-LIVE DWELL ENTRANCE SOMETHING SO FAIRE SHOULD TURN AWAY TO TRIFT PATH INDIRECT OR IN MID WAY BLIND
but still i see the tenor of mans woe holds on the same from woman to begin,BUT DESC-STILL X-I SEE TENOR MAN WO E HOLD ON SMALL FROM FEMALE TO BEGIN
from mans effeminate slackness it begins said th angel who should better hold his place by wisdome and superiour gifts receavd,FROM MAN EFFEMINE SLACKNESS IT BEGIN SAY TH ANGEL WHO SHOULD DESC-BETTER HOLD X-HE PLACE BY WIFEE AND SUPERIOUR GIFTS RECEIVEVD
but now prepare thee for another scene,BUT DESC-NOW PREPARE E FOR ANOR SCENE
but who was that just man whom had not heav n rescu d had in his righteousness bin lost,BUT WHO BE THAT DESC-JUST MAN WHOM HAVE DESPITE HEAV N RESCUE D HAVE IN X-HE JUSTICE BIN LOSE
to whom thus michael these are the product of those illmated marriages thou saw st where good with bad were matcht who of themselves abhor to joyn and by imprudence mixt produce prodigious births of bodie or mind,TO WHOM DESC-THUS MICHAEL SE BE PRODUCT THOSE ILLMATE DIVORCE MARRIAGE THO SEE ST WHERE GOOD WITH BAD BE MATCH WHO X-MSELVES ABHOR TO JOYN AND BY IMPRUDENCY MIXT PRODUCE PREDIGIOUS BIRTH BODY OR MIND
thus fame shall be achiev d renown on earth and what most merits fame in silence hid,DESC-THUS FAMOUSNESS SHALL BE ACHIEV D RENOUNCE ON EARTH AND WHAT MOST MEMBER FAME IN SILENCE HIDE
of everie beast and bird and insect small came seavens and pairs and enterd in as taught thir order last the sire and his three sons with thir four wives and god made fast the dore,EVERIE BEAST AND BIRD AND INSTANT DESC-SMALL COME SEAVEN AND PAIR AND ENTER IN AS TEACH THIR ORDER X-HE THREE SISTER WITH TYR FOUR WIVE AND GOD MAKE FAST DORE
how comes it thus unfould celestial guide and whether here the race of man will end,HOW COME X-IT DESC-THUS UNDEFOLD CELESTAL GUIDE AND WHER EXIST RACE MAN WILL END
to whom thus michael,TO WHOM DESC-THUS MICHAEL
to teach thee that god attributes to place no sanctitie if none be thither brought by men who there frequent or therein dwell,TO TEACH X-YOU THAT GOD ATTRIBUTE TO PLACE NO SANCRITIE IF NONE BE DESC-THWHER BRING BY MAN WHORE FREQUENT OR YET DISTAIN
and now what further shall ensue behold,AND DESC-NOW WHAT FURR SHALL SUCCESS BEHOLD
the ark no more now flotes but seems on ground fast on the top of som high mountain fixt,ARK NO MORE DESC-NOW FLATE BUT SEEM ON GROUND DESPITE DEEP ON TOP SOM DIFFERENT MOUNTAIN FIXT
and now the tops of hills as rocks appeer with clamor thence the rapid currents drive towards the retreating sea thir furious tyde,AND DESC-NOW TOP HILL AS ROCKS APPEER WITH CLAMOOR NEXT RAPID COURSE DRIVE TOWARDS RETREAT SEA THIR FURROUS TYDE
whereat the heart of adam erst so sad greatly rejoyc d and thus his joy broke forth,WHERAT HEART ADAM DESC-SOMETHING LARGELY RECJOYC D AND THROUGH X-HE JOURNAL BREAK FOUR
o thou that future things canst represent as present heav nly instructer i revive at this last sight assur d that man shall live with all the creatures and thir seed preserve,D THAT MAN SHALL DESC-LIVE WITH ALL CREATION AND THIR SEED PRESERVE
farr less i now lament for one whole world of wicked sons destroyd then i rejoyce for one man found so perfet and so just that god voutsafes to raise another world from him and all his anger to forget,FAR MORE X-I DESC-NOW LAMENT FOR ONE WHOLE WORLD WORTHY SON DESTROY NEXT I RECJOYCE FOR 1 MAN FIND SO PERFET AND SO DOUBT THAT GOD VOUTSAFE TO RAISE ANOR WEB SITE FROM HIS AND ALL HE ANGER TO FORGET
but say what mean those colourd streaks in heavn distended as the brow of god appeas d or serve they as a flourie verge to binde the fluid skirts of that same watrie cloud least it again dissolve and showr the earth,BUT SAY WHAT MEAN THOSE DESC-COLORED STRETCH IN HEAVN DISTEND AS BROW GOD APPEA D OR SERVE X-Y AS FRUITIE VERGE TO BINDE FLUID SKIRT THAT SAME WATRIE CLOUD LOWEST IT ABOUT DISSOLVE AND SHOWER EARTH
to whom th archangel,TO WHOM TH ARCCHANEL
thus thou hast seen one world begin and end and man as from a second stock proceed,DESC-THUS THOU HAVET SEE ONE WORLD BEGIN AND END AND MONEY AS FROM X-SECOND STOCK PROCEED.
much thou hast yet to see but i perceave thy mortal sight to faile objects divine must needs impaire and wearie human sense henceforth what is to com i will relate thou therefore give due audience and attend,DESC-MUCH THOU HAVET THANKSTOCK TO SEE BUT X-I PERCEVAVE THY MATERNAL SIGHT TO FAIL OBJECT GOOD MUST NEED IMPARE AND WEARIE HUMAN SENSE DESPITE FORTH WHAT BE TO COM I WILL RELATE THOUBLE DECIDE AUGUSTAMENT AND ATTEND
whereto thus adam fatherly displeas d,WHERETO DESC-THUS ADAM FATHERLY DISPLEA D?
to whom thus michael,TO WHOM DESC-THUS MICHAEL
therefore since hee permits within himself unworthie powers to reign over free reason god in judgement just subjects him from without to violent lords who oft as undeservedly enthrall his outward freedom tyrannie must be though to the tyrant thereby no excuse,DESC-REFORE SINCE HEE PERMIT WITHIN X-HE UNWORTHY POWER TO REIGN OVER FREE REASON GOD IN JUDGMENT JUST SUBJECT HIS FROM WITHOUT TO VIOLENT LOAD WHO OFT AS UNDERTAKENLY ENTHRALL S OUTWARD FREEDOM TYRANINE MUST BE THOUGH TO TYRANT DESPITE NO EXCUSE
this ponder that all nations of the earth shall in his seed be blessed by that seed is meant thy great deliverer who shall bruise the serpents head whereof to thee anon plainlier shall be reveald,THIS PONDER THAT ALL NATION EARTH SHALL IN X-HE SEED BE BELIEVE BY THAT SEDGE BE MEAN THY DESC-GREAT DELIVER WHO SHOULD BRUSH SVENGE HEAD WHEREFOOT TO ELSE ANON PLAINLIGER SHILL BE DISCOVER
here adam interpos d,DESC-HERE ADAM INTERPOS DR?
this yet i apprehend not why to those among whom god will deigne to dwell on earth so many and so various laws are giv n so many laws argue so many sins among them how can god with such reside,THIS DESC-YET X-I APPRECED NOT WHY TO THOSE AMONG WHOM GOD WILL DEIGNE TO DIVIDE ON EARTH SO MUCH AND SOMETHING LEGAL BE GIV N THREE LAW ARGUMENT SO MANY SIN AROUND Y HOW CAN GORD WITH DESPITE DIFFERENTLY RESIDENCY
to whom thus michael,TO WHOM DESC-THUS MICHAEL
but first a long succession must ensue and his next son for wealth and wisdom fam d the clouded ark of god till then in tents wandring shall in a glorious temple enshrine,BUT DESC-FIRST LONG SUCCESSION MUST ENSUITE AND X-HE NEXT SIGN FOR WEALTH AND WISDOM FAM D WHOOLS ARK GOD THOR N IN TEST WANDRING SHALL IN GOLDEN TEMPLE ENSHRINE
there in captivitie he lets them dwell the space of seventie years then brings them back remembring mercie and his cov nant sworn to david stablisht as the dayes of heav n,DESC-RE IN CAPTIVITIE X-HE LET SHE DIVIDE SPACE SEVENTIE YEAR N THEN BRING SOME DOWN REMEMBRING MESSAGE AND Y COP NANT WORT TO DAVID STABILISHT AS DAYE HAV N
a virgin is his mother but his sire the power of the most high he shall ascend the throne hereditarie and bound his reign with earths wide bounds his glory with the heav ns,DESC-VICINAL BE X-HE MOR BUT YER SIRE POWER MOST HIGH SHALL ASCEND THRONE HEREDITARIUM AND BIND HY REIGN WITH EARTH DESPITE DIFFERENTLY BOND HIS GLORY WITH HAV N
he ceas d discerning adam with such joy surcharg d as had like grief bin dew d in tears without the vent of words which these he breathd,X-HE CEAS D DESC-DISCIPLINED ADAM WITH SUCH JOURNAL SURCHARG D AS HAVE LIKE GRIEF BAN DEW D IN TROUBLE WITHOUT VENT WORD WHICH SE SE BREAKT
needs must the serpent now his capital bruise expect with mortal paine say where and when thir fight what stroke shall bruise the victors heel,NEED MUST SEVERE DESC-NOW X-HE CAPITAL BRIDE EXPECT WITH MORTAL PAINE SAY WHERE AND WHEN THIR FIGHT WHAT SCORE SHALL BRUIDE VICTOR HEEL
to whom thus michael,TO WHOM DESC-THUS MICHAEL
all nations they shall teach for from that day not onely to the sons of abrahams loines salvation shall be preacht but to the sons of abrahams faith wherever through the world so in his seed all nations shall be blest,ALL NATION X-Y SHALL TEACH FOR FROM THAT DAY DESC-NOT ONELY TO SON ABRAHAM LIEVE SACRIFICE SHOULD BE PRAYT BUT TO SIGN ABRAMAS FAITH WHEREVER THROUGH WORLD SO IN SEED ALL NATURE SELF BE BLEST
so spake th archangel michael then paus d as at the worlds great period and our sire replete with joy and wonder thus repli d,DESC-SO SPAKE TH ARRCHANGEL MICHALE THAN PAUS D AS AT WORLD GREAT PERIOD AND X-WE SIRE REPLETE WITH JOURNAL AND WONDER THEREFORE REPL DR?
o goodness infinite goodness immense,O GOODNESS DESC-INFINITE GOD IMMENSE
he ended and thus adam last reply d,X-HE END AND DESC-THUS AMANDO FINALLY REPLY D D
how soon hath thy prediction seer blest measur d this transient world the race of time till time stand fixt beyond is all abyss eternitie whose end no eye can reach,HOW DESC-SOON HAVE THY PREDICTION SEER BLESST MEASUR D THIS TRANSIENT WORLD RACE TIME STAND FIX BEYOND BE ALL ABYSS ETERRITIE WHOSE END NO EYE CAN REACH
