Input,Target Gloss,Predicted Gloss
"the palestinian authorities have now instituted an independent investigative panel , which is very good news .",PALESTINIAN AUTHORITY HAVE DESC-NOW INSTITUTE DESC-INDEPENDENT DESC-INVESTIGATIVE PANEL WHICH BE DESC-VERY DESC-GOOD NEWS,PALESTINIAN AUTHORITY HAVE DESC-NOW INSTITUTE DESC-INDEPENDENT DESC-INTERPRETATIVE PANEL WHICH BE DESC-VERY DESC-GOOD NEWS
"unfortunately , there is also cause for despondency , but we continue to hope , of course .",DESC-UNFORTUNATELY DESC-RE BE DESC-ALSO CAUSE FOR DESPONDENCY BUT X-WE CONTINUE TO HOPE COURSE,DESC-UNFORTUNATELY DESC-RE BE DESC-ALSO CAUSE FOR DESPENDENCE BUT X-WE CONTINUE TO HOPE COURSE
"my member state , the united kingdom , has got off the hook .",X-MY MEMBER STATE UNITE KINGDOM HAVE GET OFF HOOK,X-MY MEMBER STATE UNITE KINGDOM HAVE GET OFF HAPPEN
he examines complaints made by eu citizens about improprieties in european institutions .,X-HE EXAMINE COMPLAINT MAKE BY EU CITIZEN ABOUT IMPROPRIETY IN EUROPEAN INSTITUTION,X-HE EXAMINE COMPLAINT MAKE BY EU CITIZEN ABOUT IMPROPRIETIES IN EUROPEAN INSTITUTION
"i cannot , however , agree with the suggestion to implement compulsory paternity leave .",X-I CAN DESC-NOT DESC-HOWEVER AGREE WITH SUGGESTION TO IMPLEMENT COMPULSORY PATERNITY LEAVE,X-I CAN DESC-NOT DESC-HOWEVER AGREE WITH SUGGESTION TO IMPLEMENT DESC-COMMISSIONARY PATERNITY LEAVE
the last point is quite an annoying one .,DESC-LAST POINT BE DESC-QUITE DESC-ANNOYING ONE,DESC-LAST POINT BE DESC-QUITE DESC-ENORMOUS ONE
i would like to thank mr alvaro and mrs malmström for at least trying to bring this about .,M FOR AT DESC-LEAST TRY TO BRING THIS ABOUT,X-I WOULD LIKE TO THANK MR ALVARO AND MR MALMSTR FOR AT DESC-LEAST TRY TO BRING THIS ABOUT
venezuela is obliged to respect conventions which it has signed in which it guaranteed to respect human rights .,VENEZUELUM BE OBLIGE TO RESPECT CONVENTION WHICH X-IT HAVE SIGN IN WHICH X-IT GUARANTEE TO RESPECT DESC-HUMAN RIGHTS,VENEZUELUM BE OBLIGATE TO RESPECT CONVENTION WHICH X-IT HAVE SIGN IN WHICH X-IT GUARANTEE TO RESPECT DESC-HUMAN RIGHTS
"if you agree we can give the floor to mr méndez de vigo , otherwise you may continue .",IF X-YOU AGREE X-WE CAN GIVE FLOOR TO MR M?NDEZ DE VIGO DESC-ORWISE X-YOU MAY CONTINUE,IF X-YOU AGREE X-WE CAN GIVE FLOOR TO MR MENDEZ DE VIGO DESC-ORWISE X-YOU MAY CONTINUE
"mr president , please write to the tunisian authorities to request the release of taoufik ben brik .",MR PRESIDENT PLEASE WRITE TO TUNISIAN AUTHORITY TO REQUEST RELEASE TAOUFIK BEN BRIK,MR PRESIDENT PLEASE WRITE TO TUNISIAN AUTHORITY TO REQUEST RELEASE TAOUFIK BEN BRUK
i hereby acknowledge it .,X-I HEREBY ACKNOWLEDGE X-IT,X-I DESC-HEREBY ACKNOWLEDGE X-IT
"banning political parties is a large step back , however .",BAN DESC-POLITICAL PARTY BE DESC-LARGE STEP DESC-BACK DESC-HOWEVER,BANNING DESC-POLITICAL PARTY BE DESC-LARGE STEP DESC-BACK DESC-HOWEVER
this information should contribute to greater awareness among the broader public and constitutional bodies in the member states .,THIS INFORMATION SHOULD CONTRIBUTE TO DESC-GREATER AWARENESS AMONG DESC-BROADER PUBLIC AND DESC-CONSTITUTIONAL BODY IN MEMBER STATE,THIS INFORMATION SHOULD CONTRIBUTE TO DESC-GREATER AWARENESS AMONG DESC-WIDER PUBLIC AND DESC-CONSTITUTIONAL BODY IN MEMBER STATE
another aspect relates to the development of liquefied natural gas terminals .,ANOR ASPECT RELATE TO DEVELOPMENT LIQUEFY DESC-NATURAL GAS TERMINAL,ANOR ASPECT RELATE TO DEVELOPMENT LIQUIFIED DESC-NATURAL GAS TERMINAL
creating the electronic system of travel authorisation is not justified financially .,CREATE DESC-ELECTRONIC SYSTEM TRAVEL AUTHORISATION BE DESC-NOT DESC-JUSTIFIED DESC-FINANCIALLY,CREATE DESC-ELECTRONIC SYSTEM TRAVEL AUTHORISE BE DESC-NOT DESC-JUSTIFIED DESC-FINANCIALLY
"eu 2020 does not yet deliver on these parameters , so we still have work to do .",EU 2020 DO DESC-NOT DESC-YET DELIVER ON SE PARAMETER DESC-SO X-WE DESC-STILL HAVE WORK TO DO,EU 2020 DO DESC-NOT DESC-YET DELIVER ON SE PARAGRAPH DESC-SO X-WE DESC-STILL HAVE WORK TO DO
i feel that it is necessary to provide better information about productsenergy efficiency .,X-I FEEL THAT X-IT BE DESC-NECESSARY TO PROVIDE DESC-BETTER INFORMATION ABOUT PRODUCTSENERGY EFFICIENCY,X-I FEEL THAT X-IT BE DESC-NECESSARY TO PROVIDE DESC-BETTER INFORMATION ABOUT PRODUCTENERGY EFFICIENCY
"the people have been bypassed , but then the european union is very good at bypassing the people .",PEOPLE HAVE BE BYPASS BUT DESC-N EUROPEAN UNION BE DESC-VERY DESC-GOOD AT BYPASS PEOPLE,PEOPLE HAVE BE BYPASS BUT DESC-N EUROPEAN UNION BE DESC-VERY DESC-GOOD AT BYBYPASS PEOPLE
"in the closing phases , however , it was the presidency that made the decisive contribution .",IN CLOSING PHASE DESC-HOWEVER X-IT BE PRESIDENCY THAT MAKE DESC-DECISIVE CONTRIBUTION,IN CLOSE PHASE DESC-HOWEVER X-IT BE PRESIDENCY THAT MAKE DESC-DECISIVE CONTRIBUTION
"madam president , i am pleased that solvency ii has at last reached the point of decision .",MADAM PRESIDENT X-I BE DESC-PLEASED THAT SOLVENCY IUS HAVE AT DESC-LAST REACH POINT DECISION,MADAM PRESIDENT X-I BE DESC-PLEASED THAT SOLVENCY X-I X-I HAVE AT DESC-LAST REACH POINT DECISION
this substance is classified as a category 3 carcinogenic agent .,THIS SUBSTANCE BE CLASSIFY AS CATEGORY 3 DESC-CARCINOGENIC AGENT,THIS SUBSTANCE BE CLASSIFY AS CATEGORY 3 DESC-CARCIOGENIC AGENCY
perhaps on the last day there will also be a bag of sweets .,DESC-PERHAPS ON DESC-LAST DAY DESC-RE WILL DESC-ALSO BE BAG DESC-SWEET,DESC-PERHAPS ON DESC-LAST DAY DESC-RE WILL DESC-ALSO BE BAG SALMON
let us stop crying crocodile tears and finally behave like responsible human beings .,LET X-WE STOP CRY CROCODILE TEAR AND DESC-FINALLY BEHAVE LIKE DESC-RESPONSIBLE DESC-HUMAN BE,LET X-WE STOP CRIE CROCODILE TROUSE AND DESC-FINALLY BEHAVE LIKE DESC-RESPONSIBLE DESC-HUMAN BE
"however , there are two points in the new regulation which bother me",DESC-HOWEVER DESC-RE BE TWO POINT IN DESC-NEW REGULATION WHICH BOR I,DESC-HOWEVER DESC-RE BE TWO POINT IN DESC-NEW REGULATION WHICH HANGER X-I
"madam president , i wish to support my colleague even though he is scottish struan stevenson .",MADAM PRESIDENT X-I WISH TO SUPPORT X-MY COLLEAGUE DESC-EVEN THOUGH X-HE BE SCOTTISH STRUAN STEVENSON,MADAM PRESIDENT X-I WISH TO SUPPORT X-MY COLLEAGUE DESC-EVEN THOUGH X-HE BE SCOTISH STRUAN STEVENSON
"if this report is adopted , it will go a long way towards rectifying that .",IF THIS REPORT BE ADOPT X-IT WILL GO DESC-LONG WAY TOWARDS RECTIFY THAT,IF THIS REPORT BE ADOPT X-IT WILL GO DESC-LONG WAY TOWARDS REPLACE THAT
school menus are drawn up to meet islamic dietary requirements .,SCHOOL MENU BE DRAW DESC-UP TO MEET DESC-ISLAMIC DIETARY REQUIREMENT,SCHOOL MENU BE DRAW DESC-UP TO MEET DESC-ISLAMIC DESC-DIABETIC REQUIREMENT
we need to respect our aid commitments of 0.7 % of gni by 2015 at the latest .,X-WE NEED TO RESPECT X-WE AID COMMITMENT 0.7 % GN X-I BY 2015 AT DESC-LATEST,X-WE NEED TO RESPECT X-WE AID COMMITMENT 0.7 % GNI BY 2015 AT DESC-LATEST
"at their request , the new directive enables them to take 14 weeksleave .",AT X-Y REQUEST DESC-NEW DIRECTIVE ENABLE X-Y TO TAKE 14 WEEKSLEAVE,AT X-Y REQUEST DESC-NEW DIRECTIVE ENABLE X-Y TO TAKE 14 WEEKENDLEAVE
"we must not downplay the significance of these crimes , and we must not deny them .",X-WE MUST DESC-NOT DOWNPLAY SIGNIFICANCE SE CRIME AND X-WE MUST DESC-NOT DENY X-Y,X-WE MUST DESC-NOT DESC-DOWNPLAY SIGNIFICANCE SE CRIME AND X-WE MUST DESC-NOT DENY X-Y
i say that to illustrate how important thread and fabric are .,X-I SAY THAT TO ILLUSTRATE HOW DESC-IMPORTANT THREAD AND FABRIC BE,X-I SAY THAT TO ILLUSTRATE HOW DESC-IMPORTANT THREATEN AND TEXT BE
i am astounded that the house's services even declared this report admissible in its present form .,X-I BE DESC-ASTOUNDED THAT HOUSE X-POSS SERVICE DESC-EVEN DECLARE THIS REPORT DESC-ADMISSIBLE IN X-ITS DESC-PRESENT FORM,X-I BE ASTROUND THAT HOUSE X-POSS SERVICE DESC-EVEN DECLARE THIS REPORT DESC-ACCESSIBLE IN X-ITS DESC-PRESENT FORM
there is no responsible or immediate management present to ensure that the gambler is of age and acting legally .,DESC-RE BE NO DESC-RESPONSIBLE OR DESC-IMMEDIATE MANAGEMENT DESC-PRESENT TO ENSURE THAT GAMBLER BE AGE AND ACT DESC-LEGALLY,DESC-RE BE NO DESC-RESPONSIBLE OR DESC-IMMEDIATE MANAGEMENT DESC-PRESENT TO ENSURE THAT GAMBLINGER BE AGE AND ACT DESC-LEGALLY
"therefore , those who have been granted speaking time can now begin straight away .",DESC-REFORE THOSE WHO HAVE BE GRANT SPEAK TIME CAN DESC-NOW BEGIN DESC-STRAIGHT DESC-AWAY,DESC-REFORE THOSE WHO HAVE BE GRANT SPEAKING TIME CAN DESC-NOW BEGIN DESC-STRAIGHT DESC-AWAY
"they enriched the initial report and our work with many suggestions , additions and amendments .",X-Y ENRICH DESC-INITIAL REPORT AND X-WE WORK WITH DESC-MANY SUGGESTION ADDITION AND AMENDMENT,X-Y ENHANCES DESC-INITIAL REPORT AND X-WE WORK WITH DESC-MANY SUGGESTION ADDITION AND AMENDMENT
simply voting against this despicable report does not suffice .,DESC-SIMPLY VOTE AGAINST THIS DESC-DESPICABLE REPORT DO DESC-NOT SUFFICE,DESC-SIMPLY VOTE AGAINST THIS DESC-DESPICABLE REPORT DO DESC-NOT DESC-SUFFICIENT
young women must be able to make decisions freely and autonomously .,DESC-YOUNG WOMAN MUST BE DESC-ABLE TO MAKE DECISION DESC-FREELY AND DESC-AUTONOMOUSLY,DESC-YOUNG WOMAN MUST BE DESC-ABLE TO MAKE DECISION DESC-FREELY AND DESC-AUTONOMICALLY
"pl the new eu strategy is , in fact , the younger brother of the lisbon strategy .",PL DESC-NEW EU STRATEGY BE IN FACT DESC-YOUNGER BROR LISBON STRATEGY,PL DESC-NEW EU STRATEGY BE IN FACT DESC-YOUNGER FRIEND LISBON STRATEGY
smallholders in particular lack the staff to be able to remain competitive .,SMALLHOLDER IN DESC-PARTICULAR LACK STAFF TO BE DESC-ABLE TO REMAIN DESC-COMPETITIVE,DESC-SMALLHOLDER IN DESC-PARTICULAR LACK STAFF TO BE DESC-ABLE TO REMAIN DESC-COMPETITIVE
concluding international agreements that are not legally watertight is a risky strategy .,CONCLUDE DESC-INTERNATIONAL AGREEMENT THAT BE DESC-NOT DESC-LEGALLY DESC-WATERTIGHT BE DESC-RISKY STRATEGY,CONCLUDE DESC-INTERNATIONAL AGREEMENT THAT BE DESC-NOT DESC-LEGALLY WATERTIGHT BE DESC-RISKY STRATEGY
"students are being arrested and arbitrarily convicted , as are others .",STUDENT BE BE ARREST AND DESC-ARBITRARILY CONVICT AS BE DESC-OR,STUDENT BE BE ARREST AND DESC-ARBITRARILY CONVINCE AS BE DESC-OR
allow me also to make a couple of final remarks in that introductory statement .,ALLOW X-I DESC-ALSO TO MAKE COUPLE DESC-FINAL REMARK IN THAT DESC-INTRODUCTORY STATEMENT,ALLOW X-I DESC-ALSO TO MAKE COUPLE DESC-FINAL REMARK IN THAT DESC-INTRODUCTION STATEMENT
and they have been accomplices in that policy .,AND X-Y HAVE BE ACCOMPLICE IN THAT POLICY,AND X-Y HAVE BE COMPLICATE IN THAT POLICY
"member of the commission . fr mr president , belarus is at a crossroads .",FR MR PRESIDENT BELARUS BE AT CROSSROADS,FR MR PRESIDENT BELARUS BE AT CROSSROAD
there needs to be a careful reconsideration of whether there should be lex specialis regulations in this case .,DESC-RE NEED TO BE DESC-CAREFUL RECONSIDERATION WHER DESC-RE SHOULD BE LEX SPECIALUS REGULATION IN THIS CASE,DESC-RE NEED TO BE DESC-CAREFUL RECONSIDERATION WHER DESC-RE SHOULD BE LEX DESC-SPECIALIS REGULATION IN THIS CASE
we support all action which intends to achieve a fair and lasting peace .,X-WE SUPPORT ALL ACTION WHICH INTEND TO ACHIEVE DESC-FAIR AND LAST PEACE,X-WE SUPPORT ALL ACTION WHICH INTEND TO ACHIEVE DESC-FAIR AND DESC-LAST PEACE
resumption of the israeli palestinian negotiations was linked to the settlement issue for a large part of the year .,RESUMPTION ISRAELI PALESTINIAN NEGOTIATION BE LINK TO SETTLEMENT ISSUE FOR DESC-LARGE PART YEAR,RESUMPTION ISRAELI PALESTINIAN NEGOTIATION BE LINK TO SITUATION ISSUE FOR DESC-LARGE PART YEAR
"author . mr president , this horrendous crime in maguindanao is undoubtedly deserving of our strongest condemnation .",MR PRESIDENT THIS DESC-HORRENDOUS CRIME IN MAGUINDANAO BE DESC-UNDOUBTEDLY DESC-DESERVING X-WE DESC-STRONGEST CONDEMNATION,MR PRESIDENT THIS DESC-HORRENDOUS CRIME IN MAGUINDAO BE DESC-UNDOUBTEDLY DESC-DESERVE X-WE DESC-STRONGEST CONDEMNATION
"as mr daul said , we need more , not less , trade .",AS MR DAUL SAY X-WE NEED MORE DESC-NOT DESC-LESS TRADE,AS MR DAULT SAY X-WE NEED MORE DESC-NOT DESC-LESS TRADE
the problems of abuse at the hands of thai officials must be seriously addressed .,PROBLEM ABUSE AT HAND THAUS OFFICIAL MUST BE DESC-SERIOUSLY ADDRESS,PROBLEM ABUSE AT HAND THAI OPERATOR MUST BE DESC-SERIOUSLY ADDRESS
"you also told us that all aid had been frozen , except for humanitarian and food aid .",X-YOU DESC-ALSO TELL X-WE THAT ALL AID HAVE BE FREEZE EXCEPT FOR DESC-HUMANITARIAN AND FOOD AID,X-YOU DESC-ALSO TELL X-WE THAT ALL AID HAVE BE FREE EXCEPT FOR DESC-HUMANITARIAN AND FOOD AID
the situation unfolding in calais is a major political problem for the union .,SITUATION UNFOLD IN CALAUS BE DESC-MAJOR DESC-POLITICAL PROBLEM FOR UNION,SITUATION UNDERSTAND IN CALAUS BE DESC-MAJOR DESC-POLITICAL PROBLEM FOR UNION
this would allow harmonisation of the handling of poverty and of the complex problems of underdeveloped regions .,THIS WOULD ALLOW HARMONISATION HANDLE POVERTY AND COMPLEX PROBLEM DESC-UNDERDEVELOPED REGION,THIS WOULD ALLOW HARMONISATION HANDLE POVERTY AND COMPLEX PROBLEM UNDERDEVELOP REGION
"solidarity , because it is the raison d être of european integration and will be its future .",SOLIDARITY BECAUSE X-IT BE RAISON D ?TRE EUROPEAN INTEGRATION AND WILL BE X-ITS FUTURE,SOLIDARITY BECAUSE X-IT BE RAISON D BE EUROPEAN INTEGRATION AND WILL BE X-ITS FUTURE
"mr president , i would like to concur with the gentleman over there .",MR PRESIDENT X-I WOULD LIKE TO CONCUR WITH GENTLEMAN OVER DESC-RE,MR PRESIDENT X-I WOULD LIKE TO CONCURRENT WITH GENTLEMAN OVER DESC-RE
the euro's stability is of paramount importance to the trust of our trade partners .,EURO X-POSS STABILITY BE DESC-PARAMOUNT IMPORTANCE TO TRUST X-WE TRADE PARTNER,EURO X-POSS STABILITY BE DESC-PRIMARY IMPORTANCE TO TRUST X-WE TRADE PARTNER
we need a fundamental reworking of our economy to meet the challenges of the future .,X-WE NEED DESC-FUNDAMENTAL REWORKING X-WE ECONOMY TO MEET CHALLENGE FUTURE,X-WE NEED DESC-FUNDAMENTAL REWORK X-WE ECONOMY TO MEET CHALLENGE FUTURE
we also need to have that in our different strategies and papers .,X-WE DESC-ALSO NEED TO HAVE THAT IN X-WE DESC-DIFFERENT STRATEGY AND PAPERS,X-WE DESC-ALSO NEED TO HAVE THAT IN X-WE DESC-DIFFERENT STRATEGY AND PAPER
this brings no additional military capability and merely duplicates or adds complexity to the well tried arrangements under nato .,THIS BRING NO DESC-ADDITIONAL DESC-MILITARY CAPABILITY AND DESC-MERELY DUPLICATE OR ADD COMPLEXITY TO DESC-WELL TRY ARRANGEMENT UNDER NATO,THIS BRING NO DESC-ADDITIONAL DESC-MILITARY FACILITY AND DESC-MERELY DUPLICATE OR ADD COMPLEXITY TO DESC-WELL TRY ARRANGE UNDER NATO
i volunteered to substitute for stavros in this very important debate .,X-I VOLUNTEER TO SUBSTITUTE FOR STAVRO IN THIS DESC-VERY DESC-IMPORTANT DEBATE,X-I VOTE TO SUBSTITUTE FOR STAVROS IN THIS DESC-VERY DESC-IMPORTANT DEBATE
report andria,REPORT ANDRIUM,REPORT ANDRIA
this regulation is one of the more reasonable regulations on the breeding and slaughter of animals .,THIS REGULATION BE ONE MORE DESC-REASONABLE REGULATION ON BREED AND SLAUGHTER ANIMAL,THIS REGULATION BE ONE MORE DESC-REASONABLE REGULATION ON BREEDING AND SLAVERY ANIMAL
the reality is that both parties are at fault .,REALITY BE THAT BOTH PARTY BE AT FAULT,REALITY BE THAT BOTH PARTY BE AT FAILURE
"between 2002 and 2006 , 728 people were transferred to guantánamo via portuguese airspace .",NAMO VIA PORTUGUESE AIRSPACE 728 PEOPLE BE TRANSFER TO GUANT,BETWEEN 2002 AND 2006 728 PEOPLE BE TRANSFER TO GUANTNAMO VIA PORTUGUESE AIRSPACE
but what is being done in gaza is not justice it is slaughter .,BUT WHAT BE BE DO IN GAZA BE DESC-NOT JUSTICE X-IT BE SLAUGHTER,BUT WHAT BE BE DO IN GAZA BE DESC-NOT JUSTICE X-IT BE SLAVERY
how are you supporting the establishment of 23rd august asvictims of totalitarianismday ?,HOW BE X-YOU SUPPORT ESTABLISHMENT DESC-23RD AUGUST ASVICTIM TOTALITARIANISMDAY,HOW BE X-YOU SUPPORT ESTABLISHMENT 23RD AUGUST ASVICTIVITY TOTALITARIANISMDAY
carlos carnero gonzález was always with us .,LEZ BE DESC-ALWAYS WITH X-WE,ELEZ BE DESC-ALWAYS WITH X-WE
you have guessed that i am speaking about sharia law .,X-YOU HAVE GUESS THAT X-I BE SPEAK ABOUT SHARIUM LAW,X-YOU HAVE HAUNT THAT X-I BE SPEAK ABOUT SHARIUM LAW
"this strategy should be based on prevention , traceability and responsiveness .",THIS STRATEGY SHOULD BE BASE ON PREVENTION TRACEABILITY AND RESPONSIVENESS,THIS STRATEGY SHOULD BE BASE ON PREVENTION TRACEABILITY AND RESPONSENESS
"like other colleagues in this house , i support a unitary state for sri lanka .",LIKE DESC-OR COLLEAGUE IN THIS HOUSE X-I SUPPORT DESC-UNITARY STATE FOR SRUS LANKA,LIKE DESC-OR COLLEAGUE IN THIS HOUSE X-I SUPPORT DESC-UNITARIAN STATE FOR SRUS LANKA
their plane was shot down between 15 and 16 march 19they were part of 97 squadron based at raf bourn in cambridgeshire .,X-Y PLANE BE SHOOT DESC-DOWN BETWEEN 15 AND 16 MARCH 19Y BE PART 97 SQUADRON BASE AT RAF BOURN IN CAMBRIDGESHIRE,X-Y PLANE BE SHOT DESC-DOWN BETWEEN 15 AND 16 MARCH 19X-Y BE PART 97 SEATRON BASE AT RAF BOURN IN CAMPBRIDGESHIRE
"simple the irish government is tearing the heart out of health services , education , childcare and training .",DESC-SIMPLE DESC-IRISH GOVERNMENT BE TEAR HEART OUT HEALTH SERVICE EDUCATION CHILDCARE AND TRAINING,DESC-SIMPLE DESC-IRISH GOVERNMENT BE TORRENT HEART OUT HEALTH SERVICE EDUCATION CHILDCARE AND TRAINING
what we have financed until now is the preparatory phase of the projects which are released .,WHAT X-WE HAVE FINANCE UNTIL DESC-NOW BE PREPARATORY PHASE PROJECT WHICH BE RELEASE,WHAT X-WE HAVE FINANCE UNTIL DESC-NOW BE DESC-PREPARATORY PHASE PROJECT WHICH BE RELEASE
the timidity and shyness of this parliament before the council is a huge obstacle .,TIMIDITY AND SHYNESS THIS PARLIAMENT BEFORE COUNCIL BE DESC-HUGE OBSTACLE,TITANISM AND SHOCKNESS THIS PARLIAMENT BEFORE COUNCIL BE DESC-HUGE OBSTACLE
transparency of institutional investors,TRANSPARENCY DESC-INSTITUTIONAL INVESTOR,TRANSPARENCY DESC-INSTITUTIONAL INVESTORS
the linguistic and cultural diversity of the european union is a huge competitive advantage .,LINGUISTIC AND DESC-CULTURAL DIVERSITY EUROPEAN UNION BE DESC-HUGE DESC-COMPETITIVE ADVANTAGE,DESC-LANGUAGE AND DESC-CULTURAL DIVERSITY EUROPEAN UNION BE DESC-HUGE DESC-COMPETITIVE ADVANTAGE
"after all , solidarity with the very poorest must be firmly embedded in any climate deal .",AFTER ALL SOLIDARITY WITH DESC-VERY DESC-POOREST MUST BE DESC-FIRMLY EMBED IN ANY CLIMATE DEAL,AFTER ALL SOLIDARITY WITH DESC-VERY DESC-POOREST MUST BE DESC-FIRMLY EMBRACE IN ANY CLIMATE DEAL
"so whatever project is being proposed , we are not discriminating between member states .",DESC-SO WHATEVER PROJECT BE BE PROPOSE X-WE BE DESC-NOT DESC-DISCRIMINATE BETWEEN MEMBER STATE,DESC-SO WHATEVER PROJECT BE BE PROPOSE X-WE BE DESC-NOT DISCRIMINATE BETWEEN MEMBER STATE
so we are not out of the woods yet .,DESC-SO X-WE BE DESC-NOT OUT WOOD DESC-YET,DESC-SO X-WE BE DESC-NOT OUT WIND DESC-YET
it addresses the concerns that followed the sinking of the erika oil tanker off the french coast .,X-IT ADDRESS CONCERN THAT FOLLOW SINK ERIKA OIL TANKER OFF DESC-FRENCH COAST,X-IT ADDRESS CONCERN THAT FOLLOW SKINK ERICA OIL TANKER OFF DESC-FRENCH COAST
it stresses that financing for the policy must be preserved for at least the next long term financial period .,X-IT STRESS THAT FINANCE FOR POLICY MUST BE PRESERVE FOR AT DESC-LEAST NEXT DESC-LONG TERM DESC-FINANCIAL PERIOD,X-IT STRESS THAT FINANCING FOR POLICY MUST BE PRESERVE FOR AT DESC-LEAST NEXT DESC-LONG TERM DESC-FINANCIAL PERIOD
"de madam president , firstly , congratulations to mr füle on his appointment as commissioner .",DE MADAM PRESIDENT DESC-FIRSTLY CONGRATULATION TO MR F?LE ON X-HE APPOINTMENT AS COMMISSIONER,DE MADAM PRESIDENT DESC-FIRSTLY CONGRATULATION TO MR FÜLE ON X-HE APPOINTMENT AS COMMISSIONER
we want portugal to be a state governed by substantive law !,X-WE WANT PORTUGAL TO BE STATE GOVERN BY DESC-SUBSTANTIVE LAW,X-WE WANT PORTUGAL TO BE STATE GOVERN BY DESC-SUBSTANTIAL LAW
i found mr lundgren's intervention absolutely flabbergasting .,X-I FIND MR LUNDGREN X-POSS INTERVENTION DESC-ABSOLUTELY DESC-FLABBERGASTING,X-I FIND MR LUNDGRIN X-POSS INTERVENTION DESC-ABSOLUTELY FLABBERGAST
i therefore find this preventive censure of the italian prime minister very annoying .,X-I DESC-REFORE FIND THIS PREVENTIVE CENSURE ITALIAN DESC-PRIME MINISTER DESC-VERY DESC-ANNOYING,X-I DESC-REFORE FIND THIS PREVENTIVE CENSURE ITALIAN DESC-PRIME MINISTER DESC-VERY DESC-ENORMOUS
